0.013143,0.013248,0.011112,0.010366,0.010799,0.006539,0.004764,0.009595
0.016307,0.024079,0.012755,0.013065,0.013607,0.009357,0.006409,0.016731
0.025577,0.043545,0.017093,0.017746,0.018089,0.01318,0.008626,0.0265
0.044644,0.083935,0.02326,0.02463,0.024405,0.018735,0.012133,0.044649
0.088068,0.180224,0.033925,0.036498,0.035425,0.028038,0.018323,0.079669
0.147893,0.314193,0.044689,0.048451,0.046254,0.037399,0.025314,0.127469
